quantile,department,department_name,income
194,05,ANTIOQUIA,800000
195,05,ANTIOQUIA,800000
196,05,ANTIOQUIA,800000
197,05,ANTIOQUIA,800000
198,05,ANTIOQUIA,800000
199,05,ANTIOQUIA,800000
200,05,ANTIOQUIA,800000
201,05,ANTIOQUIA,800000
202,05,ANTIOQUIA,800000
203,05,ANTIOQUIA,800000
204,05,ANTIOQUIA,800000
205,05,ANTIOQUIA,800000
206,05,ANTIOQUIA,800000
207,05,ANTIOQUIA,800000
208,05,ANTIOQUIA,800000
209,05,ANTIOQUIA,800000
210,05,ANTIOQUIA,800000
211,05,ANTIOQUIA,800000
212,05,ANTIOQUIA,800000
213,05,ANTIOQUIA,800000
214,05,ANTIOQUIA,800000
215,05,ANTIOQUIA,800000
216,05,ANTIOQUIA,800000
217,05,ANTIOQUIA,800000
218,05,ANTIOQUIA,800000
221,05,ANTIOQUIA,850000
222,05,ANTIOQUIA,880000
223,05,ANTIOQUIA,880000
224,05,ANTIOQUIA,900000
225,05,ANTIOQUIA,900000
226,05,ANTIOQUIA,900000
227,05,ANTIOQUIA,900000
228,05,ANTIOQUIA,900000
229,05,ANTIOQUIA,900000
230,05,ANTIOQUIA,900000
231,05,ANTIOQUIA,900000
232,05,ANTIOQUIA,900000
233,05,ANTIOQUIA,900000
234,05,ANTIOQUIA,900000
235,05,ANTIOQUIA,900000
236,05,ANTIOQUIA,900000
237,05,ANTIOQUIA,960000
238,05,ANTIOQUIA,960000
239,05,ANTIOQUIA,980000
240,05,ANTIOQUIA,1000000
241,05,ANTIOQUIA,1000000
242,05,ANTIOQUIA,1000000
243,05,ANTIOQUIA,1000000
244,05,ANTIOQUIA,1000000
245,05,ANTIOQUIA,1000000
246,05,ANTIOQUIA,1000000
247,05,ANTIOQUIA,1000000
248,05,ANTIOQUIA,1000000
249,05,ANTIOQUIA,1000000
250,05,ANTIOQUIA,1000000
251,05,ANTIOQUIA,1000000
252,05,ANTIOQUIA,1000000
253,05,ANTIOQUIA,1000000
254,05,ANTIOQUIA,1000000
255,05,ANTIOQUIA,1000000
256,05,ANTIOQUIA,1000000
257,05,ANTIOQUIA,1000000
258,05,ANTIOQUIA,1000000
259,05,ANTIOQUIA,1000000
260,05,ANTIOQUIA,1000000
261,05,ANTIOQUIA,1000000
262,05,ANTIOQUIA,1000000
263,05,ANTIOQUIA,1000000
264,05,ANTIOQUIA,1000000
265,05,ANTIOQUIA,1000000
266,05,ANTIOQUIA,1000000
267,05,ANTIOQUIA,1000000
268,05,ANTIOQUIA,1000000
269,05,ANTIOQUIA,1000000
270,05,ANTIOQUIA,1000000
271,05,ANTIOQUIA,1000000
272,05,ANTIOQUIA,1000000
273,05,ANTIOQUIA,1000000
274,05,ANTIOQUIA,1000000
275,05,ANTIOQUIA,1000000
276,05,ANTIOQUIA,1000000
277,05,ANTIOQUIA,1000000
278,05,ANTIOQUIA,1000000
279,05,ANTIOQUIA,1000000
280,05,ANTIOQUIA,1000000
281,05,ANTIOQUIA,1000000
282,05,ANTIOQUIA,1000000
283,05,ANTIOQUIA,1000000
284,05,ANTIOQUIA,1000000
285,05,ANTIOQUIA,1000000
286,05,ANTIOQUIA,1000000
287,05,ANTIOQUIA,1000000
288,05,ANTIOQUIA,1000000
289,05,ANTIOQUIA,1000000
290,05,ANTIOQUIA,1000000
291,05,ANTIOQUIA,1000000
292,05,ANTIOQUIA,1000000
293,05,ANTIOQUIA,1000000
294,05,ANTIOQUIA,1000000
295,05,ANTIOQUIA,1040000
296,05,ANTIOQUIA,1050000
297,05,ANTIOQUIA,1050000
298,05,ANTIOQUIA,1080000
299,05,ANTIOQUIA,1080000
300,05,ANTIOQUIA,1100000
301,05,ANTIOQUIA,1100000
302,05,ANTIOQUIA,1100000
303,05,ANTIOQUIA,1100000
304,05,ANTIOQUIA,1100000
305,05,ANTIOQUIA,1100000
306,05,ANTIOQUIA,1100000
307,05,ANTIOQUIA,1100000
308,05,ANTIOQUIA,1100000
309,05,ANTIOQUIA,1100000
310,05,ANTIOQUIA,1100000
311,05,ANTIOQUIA,1100000
312,05,ANTIOQUIA,1100000
313,05,ANTIOQUIA,1100000
314,05,ANTIOQUIA,1100000
315,05,ANTIOQUIA,1100000
316,05,ANTIOQUIA,1100000
317,05,ANTIOQUIA,1100000
318,05,ANTIOQUIA,1100000
319,05,ANTIOQUIA,1100000
320,05,ANTIOQUIA,1100000
321,05,ANTIOQUIA,1100000
322,05,ANTIOQUIA,1100000
323,05,ANTIOQUIA,1110000
324,05,ANTIOQUIA,1120000
325,05,ANTIOQUIA,1120000
326,05,ANTIOQUIA,1128000
327,05,ANTIOQUIA,1130000
328,05,ANTIOQUIA,1140000
329,05,ANTIOQUIA,1144000
424,05,ANTIOQUIA,1160000
364,05,ANTIOQUIA,1160000
365,05,ANTIOQUIA,1160000
366,05,ANTIOQUIA,1160000
423,05,ANTIOQUIA,1160000
367,05,ANTIOQUIA,1160000
368,05,ANTIOQUIA,1160000
422,05,ANTIOQUIA,1160000
369,05,ANTIOQUIA,1160000
370,05,ANTIOQUIA,1160000
371,05,ANTIOQUIA,1160000
421,05,ANTIOQUIA,1160000
372,05,ANTIOQUIA,1160000
373,05,ANTIOQUIA,1160000
374,05,ANTIOQUIA,1160000
375,05,ANTIOQUIA,1160000
420,05,ANTIOQUIA,1160000
376,05,ANTIOQUIA,1160000
377,05,ANTIOQUIA,1160000
378,05,ANTIOQUIA,1160000
419,05,ANTIOQUIA,1160000
379,05,ANTIOQUIA,1160000
380,05,ANTIOQUIA,1160000
381,05,ANTIOQUIA,1160000
382,05,ANTIOQUIA,1160000
418,05,ANTIOQUIA,1160000
383,05,ANTIOQUIA,1160000
384,05,ANTIOQUIA,1160000
417,05,ANTIOQUIA,1160000
385,05,ANTIOQUIA,1160000
386,05,ANTIOQUIA,1160000
387,05,ANTIOQUIA,1160000
388,05,ANTIOQUIA,1160000
416,05,ANTIOQUIA,1160000
389,05,ANTIOQUIA,1160000
390,05,ANTIOQUIA,1160000
415,05,ANTIOQUIA,1160000
391,05,ANTIOQUIA,1160000
392,05,ANTIOQUIA,1160000
393,05,ANTIOQUIA,1160000
394,05,ANTIOQUIA,1160000
414,05,ANTIOQUIA,1160000
395,05,ANTIOQUIA,1160000
396,05,ANTIOQUIA,1160000
413,05,ANTIOQUIA,1160000
397,05,ANTIOQUIA,1160000
398,05,ANTIOQUIA,1160000
399,05,ANTIOQUIA,1160000
412,05,ANTIOQUIA,1160000
400,05,ANTIOQUIA,1160000
401,05,ANTIOQUIA,1160000
411,05,ANTIOQUIA,1160000
402,05,ANTIOQUIA,1160000
403,05,ANTIOQUIA,1160000
404,05,ANTIOQUIA,1160000
410,05,ANTIOQUIA,1160000
405,05,ANTIOQUIA,1160000
406,05,ANTIOQUIA,1160000
407,05,ANTIOQUIA,1160000
409,05,ANTIOQUIA,1160000
408,05,ANTIOQUIA,1160000
462,05,ANTIOQUIA,1160000
461,05,ANTIOQUIA,1160000
460,05,ANTIOQUIA,1160000
459,05,ANTIOQUIA,1160000
458,05,ANTIOQUIA,1160000
457,05,ANTIOQUIA,1160000
456,05,ANTIOQUIA,1160000
455,05,ANTIOQUIA,1160000
454,05,ANTIOQUIA,1160000
453,05,ANTIOQUIA,1160000
452,05,ANTIOQUIA,1160000
451,05,ANTIOQUIA,1160000
450,05,ANTIOQUIA,1160000
449,05,ANTIOQUIA,1160000
448,05,ANTIOQUIA,1160000
447,05,ANTIOQUIA,1160000
446,05,ANTIOQUIA,1160000
445,05,ANTIOQUIA,1160000
444,05,ANTIOQUIA,1160000
443,05,ANTIOQUIA,1160000
442,05,ANTIOQUIA,1160000
441,05,ANTIOQUIA,1160000
440,05,ANTIOQUIA,1160000
439,05,ANTIOQUIA,1160000
438,05,ANTIOQUIA,1160000
437,05,ANTIOQUIA,1160000
436,05,ANTIOQUIA,1160000
435,05,ANTIOQUIA,1160000
330,05,ANTIOQUIA,1160000
331,05,ANTIOQUIA,1160000
332,05,ANTIOQUIA,1160000
333,05,ANTIOQUIA,1160000
434,05,ANTIOQUIA,1160000
334,05,ANTIOQUIA,1160000
335,05,ANTIOQUIA,1160000
336,05,ANTIOQUIA,1160000
433,05,ANTIOQUIA,1160000
337,05,ANTIOQUIA,1160000
338,05,ANTIOQUIA,1160000
432,05,ANTIOQUIA,1160000
339,05,ANTIOQUIA,1160000
340,05,ANTIOQUIA,1160000
341,05,ANTIOQUIA,1160000
431,05,ANTIOQUIA,1160000
342,05,ANTIOQUIA,1160000
343,05,ANTIOQUIA,1160000
344,05,ANTIOQUIA,1160000
345,05,ANTIOQUIA,1160000
430,05,ANTIOQUIA,1160000
346,05,ANTIOQUIA,1160000
347,05,ANTIOQUIA,1160000
348,05,ANTIOQUIA,1160000
429,05,ANTIOQUIA,1160000
349,05,ANTIOQUIA,1160000
350,05,ANTIOQUIA,1160000
351,05,ANTIOQUIA,1160000
428,05,ANTIOQUIA,1160000
352,05,ANTIOQUIA,1160000
353,05,ANTIOQUIA,1160000
354,05,ANTIOQUIA,1160000
427,05,ANTIOQUIA,1160000
355,05,ANTIOQUIA,1160000
356,05,ANTIOQUIA,1160000
357,05,ANTIOQUIA,1160000
426,05,ANTIOQUIA,1160000
358,05,ANTIOQUIA,1160000
359,05,ANTIOQUIA,1160000
360,05,ANTIOQUIA,1160000
425,05,ANTIOQUIA,1160000
361,05,ANTIOQUIA,1160000
362,05,ANTIOQUIA,1160000
363,05,ANTIOQUIA,1160000
463,05,ANTIOQUIA,1174000
511,05,ANTIOQUIA,1200000
477,05,ANTIOQUIA,1200000
488,05,ANTIOQUIA,1200000
466,05,ANTIOQUIA,1200000
478,05,ANTIOQUIA,1200000
468,05,ANTIOQUIA,1200000
512,05,ANTIOQUIA,1200000
479,05,ANTIOQUIA,1200000
480,05,ANTIOQUIA,1200000
487,05,ANTIOQUIA,1200000
515,05,ANTIOQUIA,1200000
507,05,ANTIOQUIA,1200000
469,05,ANTIOQUIA,1200000
464,05,ANTIOQUIA,1200000
492,05,ANTIOQUIA,1200000
495,05,ANTIOQUIA,1200000
504,05,ANTIOQUIA,1200000
516,05,ANTIOQUIA,1200000
496,05,ANTIOQUIA,1200000
503,05,ANTIOQUIA,1200000
470,05,ANTIOQUIA,1200000
514,05,ANTIOQUIA,1200000
497,05,ANTIOQUIA,1200000
502,05,ANTIOQUIA,1200000
498,05,ANTIOQUIA,1200000
501,05,ANTIOQUIA,1200000
483,05,ANTIOQUIA,1200000
508,05,ANTIOQUIA,1200000
499,05,ANTIOQUIA,1200000
471,05,ANTIOQUIA,1200000
500,05,ANTIOQUIA,1200000
491,05,ANTIOQUIA,1200000
506,05,ANTIOQUIA,1200000
472,05,ANTIOQUIA,1200000
467,05,ANTIOQUIA,1200000
517,05,ANTIOQUIA,1200000
509,05,ANTIOQUIA,1200000
482,05,ANTIOQUIA,1200000
473,05,ANTIOQUIA,1200000
490,05,ANTIOQUIA,1200000
465,05,ANTIOQUIA,1200000
474,05,ANTIOQUIA,1200000
493,05,ANTIOQUIA,1200000
486,05,ANTIOQUIA,1200000
510,05,ANTIOQUIA,1200000
505,05,ANTIOQUIA,1200000
475,05,ANTIOQUIA,1200000
518,05,ANTIOQUIA,1200000
494,05,ANTIOQUIA,1200000
489,05,ANTIOQUIA,1200000
481,05,ANTIOQUIA,1200000
476,05,ANTIOQUIA,1200000
513,05,ANTIOQUIA,1200000
484,05,ANTIOQUIA,1200000
485,05,ANTIOQUIA,1200000
519,05,ANTIOQUIA,1220000
520,05,ANTIOQUIA,1230000
521,05,ANTIOQUIA,1240000
522,05,ANTIOQUIA,1250000
523,05,ANTIOQUIA,1250000
524,05,ANTIOQUIA,1260000
525,05,ANTIOQUIA,1263000
526,05,ANTIOQUIA,1270000
527,05,ANTIOQUIA,1280000
531,05,ANTIOQUIA,1300000
533,05,ANTIOQUIA,1300000
535,05,ANTIOQUIA,1300000
530,05,ANTIOQUIA,1300000
534,05,ANTIOQUIA,1300000
536,05,ANTIOQUIA,1300000
537,05,ANTIOQUIA,1300000
538,05,ANTIOQUIA,1300000
539,05,ANTIOQUIA,1300000
529,05,ANTIOQUIA,1300000
540,05,ANTIOQUIA,1300000
541,05,ANTIOQUIA,1300000
542,05,ANTIOQUIA,1300000
543,05,ANTIOQUIA,1300000
544,05,ANTIOQUIA,1300000
545,05,ANTIOQUIA,1300000
528,05,ANTIOQUIA,1300000
546,05,ANTIOQUIA,1300000
547,05,ANTIOQUIA,1300000
548,05,ANTIOQUIA,1300000
549,05,ANTIOQUIA,1300000
550,05,ANTIOQUIA,1300000
551,05,ANTIOQUIA,1300000
552,05,ANTIOQUIA,1300000
553,05,ANTIOQUIA,1300000
554,05,ANTIOQUIA,1300000
555,05,ANTIOQUIA,1300000
532,05,ANTIOQUIA,1300000
556,05,ANTIOQUIA,1306000
557,05,ANTIOQUIA,1306000
558,05,ANTIOQUIA,1306000
559,05,ANTIOQUIA,1306000
560,05,ANTIOQUIA,1306000
561,05,ANTIOQUIA,1310000
562,05,ANTIOQUIA,1330000
563,05,ANTIOQUIA,1340000
564,05,ANTIOQUIA,1350000
565,05,ANTIOQUIA,1350000
566,05,ANTIOQUIA,1350000
567,05,ANTIOQUIA,1350000
568,05,ANTIOQUIA,1350000
569,05,ANTIOQUIA,1350000
570,05,ANTIOQUIA,1360000
571,05,ANTIOQUIA,1360000
572,05,ANTIOQUIA,1360000
573,05,ANTIOQUIA,1380000
576,05,ANTIOQUIA,1400000
577,05,ANTIOQUIA,1400000
578,05,ANTIOQUIA,1400000
579,05,ANTIOQUIA,1400000
580,05,ANTIOQUIA,1400000
581,05,ANTIOQUIA,1400000
582,05,ANTIOQUIA,1400000
583,05,ANTIOQUIA,1400000
584,05,ANTIOQUIA,1400000
585,05,ANTIOQUIA,1400000
586,05,ANTIOQUIA,1400000
587,05,ANTIOQUIA,1400000
588,05,ANTIOQUIA,1400000
598,05,ANTIOQUIA,1400000
597,05,ANTIOQUIA,1400000
596,05,ANTIOQUIA,1400000
589,05,ANTIOQUIA,1400000
595,05,ANTIOQUIA,1400000
594,05,ANTIOQUIA,1400000
593,05,ANTIOQUIA,1400000
590,05,ANTIOQUIA,1400000
592,05,ANTIOQUIA,1400000
591,05,ANTIOQUIA,1400000
574,05,ANTIOQUIA,1400000
575,05,ANTIOQUIA,1400000
599,05,ANTIOQUIA,1410000
600,05,ANTIOQUIA,1420000
601,05,ANTIOQUIA,1440000
604,05,ANTIOQUIA,1450000
603,05,ANTIOQUIA,1450000
602,05,ANTIOQUIA,1450000
607,05,ANTIOQUIA,1460000
606,05,ANTIOQUIA,1460000
605,05,ANTIOQUIA,1460000
608,05,ANTIOQUIA,1473000
610,05,ANTIOQUIA,1485000
609,05,ANTIOQUIA,1485000
636,05,ANTIOQUIA,1500000
635,05,ANTIOQUIA,1500000
634,05,ANTIOQUIA,1500000
633,05,ANTIOQUIA,1500000
632,05,ANTIOQUIA,1500000
631,05,ANTIOQUIA,1500000
630,05,ANTIOQUIA,1500000
629,05,ANTIOQUIA,1500000
628,05,ANTIOQUIA,1500000
627,05,ANTIOQUIA,1500000
626,05,ANTIOQUIA,1500000
625,05,ANTIOQUIA,1500000
624,05,ANTIOQUIA,1500000
623,05,ANTIOQUIA,1500000
622,05,ANTIOQUIA,1500000
621,05,ANTIOQUIA,1500000
620,05,ANTIOQUIA,1500000
619,05,ANTIOQUIA,1500000
618,05,ANTIOQUIA,1500000
617,05,ANTIOQUIA,1500000
616,05,ANTIOQUIA,1500000
615,05,ANTIOQUIA,1500000
614,05,ANTIOQUIA,1500000
613,05,ANTIOQUIA,1500000
612,05,ANTIOQUIA,1500000
611,05,ANTIOQUIA,1500000
648,05,ANTIOQUIA,1500000
647,05,ANTIOQUIA,1500000
646,05,ANTIOQUIA,1500000
645,05,ANTIOQUIA,1500000
644,05,ANTIOQUIA,1500000
643,05,ANTIOQUIA,1500000
642,05,ANTIOQUIA,1500000
641,05,ANTIOQUIA,1500000
640,05,ANTIOQUIA,1500000
639,05,ANTIOQUIA,1500000
638,05,ANTIOQUIA,1500000
637,05,ANTIOQUIA,1500000
649,05,ANTIOQUIA,1510000
650,05,ANTIOQUIA,1516000
651,05,ANTIOQUIA,1520000
652,05,ANTIOQUIA,1525000
654,05,ANTIOQUIA,1560000
653,05,ANTIOQUIA,1560000
681,05,ANTIOQUIA,1600000
680,05,ANTIOQUIA,1600000
679,05,ANTIOQUIA,1600000
678,05,ANTIOQUIA,1600000
677,05,ANTIOQUIA,1600000
676,05,ANTIOQUIA,1600000
675,05,ANTIOQUIA,1600000
674,05,ANTIOQUIA,1600000
673,05,ANTIOQUIA,1600000
672,05,ANTIOQUIA,1600000
671,05,ANTIOQUIA,1600000
670,05,ANTIOQUIA,1600000
669,05,ANTIOQUIA,1600000
668,05,ANTIOQUIA,1600000
667,05,ANTIOQUIA,1600000
666,05,ANTIOQUIA,1600000
665,05,ANTIOQUIA,1600000
664,05,ANTIOQUIA,1600000
663,05,ANTIOQUIA,1600000
662,05,ANTIOQUIA,1600000
661,05,ANTIOQUIA,1600000
660,05,ANTIOQUIA,1600000
659,05,ANTIOQUIA,1600000
658,05,ANTIOQUIA,1600000
657,05,ANTIOQUIA,1600000
656,05,ANTIOQUIA,1600000
655,05,ANTIOQUIA,1600000
682,05,ANTIOQUIA,1636000
683,05,ANTIOQUIA,1640000
686,05,ANTIOQUIA,1650000
685,05,ANTIOQUIA,1650000
684,05,ANTIOQUIA,1650000
690,05,ANTIOQUIA,1660000
689,05,ANTIOQUIA,1660000
688,05,ANTIOQUIA,1660000
687,05,ANTIOQUIA,1660000
691,05,ANTIOQUIA,1680000
705,05,ANTIOQUIA,1700000
704,05,ANTIOQUIA,1700000
703,05,ANTIOQUIA,1700000
702,05,ANTIOQUIA,1700000
701,05,ANTIOQUIA,1700000
700,05,ANTIOQUIA,1700000
699,05,ANTIOQUIA,1700000
698,05,ANTIOQUIA,1700000
697,05,ANTIOQUIA,1700000
696,05,ANTIOQUIA,1700000
695,05,ANTIOQUIA,1700000
694,05,ANTIOQUIA,1700000
693,05,ANTIOQUIA,1700000
692,05,ANTIOQUIA,1700000
706,05,ANTIOQUIA,1740000
709,05,ANTIOQUIA,1750000
708,05,ANTIOQUIA,1750000
707,05,ANTIOQUIA,1750000
713,05,ANTIOQUIA,1760000
712,05,ANTIOQUIA,1760000
711,05,ANTIOQUIA,1760000
710,05,ANTIOQUIA,1760000
714,05,ANTIOQUIA,1780000
740,05,ANTIOQUIA,1800000
739,05,ANTIOQUIA,1800000
738,05,ANTIOQUIA,1800000
737,05,ANTIOQUIA,1800000
736,05,ANTIOQUIA,1800000
735,05,ANTIOQUIA,1800000
734,05,ANTIOQUIA,1800000
733,05,ANTIOQUIA,1800000
732,05,ANTIOQUIA,1800000
731,05,ANTIOQUIA,1800000
730,05,ANTIOQUIA,1800000
729,05,ANTIOQUIA,1800000
728,05,ANTIOQUIA,1800000
727,05,ANTIOQUIA,1800000
726,05,ANTIOQUIA,1800000
725,05,ANTIOQUIA,1800000
724,05,ANTIOQUIA,1800000
723,05,ANTIOQUIA,1800000
722,05,ANTIOQUIA,1800000
721,05,ANTIOQUIA,1800000
720,05,ANTIOQUIA,1800000
719,05,ANTIOQUIA,1800000
718,05,ANTIOQUIA,1800000
717,05,ANTIOQUIA,1800000
716,05,ANTIOQUIA,1800000
715,05,ANTIOQUIA,1800000
741,05,ANTIOQUIA,1830000
743,05,ANTIOQUIA,1850000
742,05,ANTIOQUIA,1850000
744,05,ANTIOQUIA,1860000
746,05,ANTIOQUIA,1900000
745,05,ANTIOQUIA,1900000
747,05,ANTIOQUIA,1930000
748,05,ANTIOQUIA,1960000
781,05,ANTIOQUIA,2000000
780,05,ANTIOQUIA,2000000
779,05,ANTIOQUIA,2000000
778,05,ANTIOQUIA,2000000
777,05,ANTIOQUIA,2000000
776,05,ANTIOQUIA,2000000
775,05,ANTIOQUIA,2000000
774,05,ANTIOQUIA,2000000
773,05,ANTIOQUIA,2000000
772,05,ANTIOQUIA,2000000
771,05,ANTIOQUIA,2000000
770,05,ANTIOQUIA,2000000
769,05,ANTIOQUIA,2000000
768,05,ANTIOQUIA,2000000
767,05,ANTIOQUIA,2000000
766,05,ANTIOQUIA,2000000
765,05,ANTIOQUIA,2000000
764,05,ANTIOQUIA,2000000
763,05,ANTIOQUIA,2000000
762,05,ANTIOQUIA,2000000
761,05,ANTIOQUIA,2000000
760,05,ANTIOQUIA,2000000
759,05,ANTIOQUIA,2000000
758,05,ANTIOQUIA,2000000
757,05,ANTIOQUIA,2000000
756,05,ANTIOQUIA,2000000
755,05,ANTIOQUIA,2000000
754,05,ANTIOQUIA,2000000
753,05,ANTIOQUIA,2000000
752,05,ANTIOQUIA,2000000
751,05,ANTIOQUIA,2000000
750,05,ANTIOQUIA,2000000
749,05,ANTIOQUIA,2000000
794,05,ANTIOQUIA,2000000
793,05,ANTIOQUIA,2000000
792,05,ANTIOQUIA,2000000
791,05,ANTIOQUIA,2000000
790,05,ANTIOQUIA,2000000
789,05,ANTIOQUIA,2000000
788,05,ANTIOQUIA,2000000
787,05,ANTIOQUIA,2000000
786,05,ANTIOQUIA,2000000
785,05,ANTIOQUIA,2000000
